,Item,Price,Link
20,"Zebronics Zeb-Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Black)",549,https://amazon.in//ZEBRONICS-Zeb-Storm-Microphone-Adjustable-Lightweight/dp/B0B4G44RFS/ref=sr_1_19?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-19
21,ZEBRONICS Duke 60hrs Playback Bluetooth Wireless Over Ear Headphone with Mic (Blue),"1,399",https://amazon.in//Zebronics-Bluetooth-Headphone-Assistant-Multifunction/dp/B088FLHXJX/ref=sr_1_20?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-20
22,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","1,999",https://amazon.in//gp/bestsellers/electronics/14146391031/ref=sr_bs_2_14146391031_1
23,"pTron InTunes Magic in-Ear Bluetooth 5.0 Wireless Headphones with Deep Bass, 18H Playtime, Clear Calls, Dual Device Pairing Wireless Neckband, Fast Type-C Charge, Voice Assistant & IPX4 (Jet Black)",499,https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MTYwODk2MjU4OTMxMTgwOjE3MTk2NTcwNjE6c3BfYnRmOjMwMDIwNjUxNjY5NzQzMjo6MDo6&url=%2FpTron-InTunes-Magic-Bluetooth-Headphones%2Fdp%2FB0D2V86Q8M%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657061%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
24,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","1,999",https://amazon.in//gp/bestsellers/electronics/14146391031/ref=sr_bs_21_14146391031_1
25,"soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (Black)","2,599",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODM0MDczNjYzNjk4MTgwOjE3MTk2NTcwNjc6c3BfYXRmOjMwMDE2MDAxMDcxNjUzMjo6MDo6&url=%2Fsoundcore-Headphones-Lightweight-Comfortable-Connectivity%2Fdp%2FB0CD1FHLMH%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657067%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
26,"soundcore by Anker, Space One Active Noise Cancelling Bluetooth Headphones with Travel Pouch, 2X Stronger Voice Reduction, 40H ANC Playtime, App Control, LDAC Hi-Res, Ergonomic Design for Comfort Fit","8,998",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODM0MDczNjYzNjk4MTgwOjE3MTk2NTcwNjc6c3BfYXRmOjMwMDE2NDA0MDg0NDUzMjo6MDo6&url=%2Fsoundcore-Cancelling-Bluetooth-Headphones-Reduction%2Fdp%2FB0C6KFZC9Z%2Fref%3Dsr_1_2_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657067%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
27,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","1,999",https://amazon.in//gp/bestsellers/electronics/14146391031/ref=sr_bs_2_14146391031_1
28,"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Serene Blue)","1,697",https://amazon.in//Launched-Noise-Headphones-Playtime-Latency/dp/B0B1PXM75C/ref=sr_1_4?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-4
29,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Black)",599,https://amazon.in//JBL-C100SI-Ear-Headphones-Black/dp/B01DEWVZ2C/ref=ice_ac_b_dpb?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-5
30,"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice Assistant, Comfortable Earcups, Call Function(Sea Green)",799,https://amazon.in//ZEBRONICS-Zeb-Thunder-Connectivity-Sea-Green/dp/B09B5CPV71/ref=sr_1_6?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-6
31,Logitech H111 Wired On Ear Headphones With Mic Black,745,https://amazon.in//Logitech-H111-Stero-Headset-Black/dp/B00Y4ORQ46/ref=sr_1_7?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-7
32,"ZEBRONICS Zeb-Dynamic with Bluetooth Supporting Headphone, Aux Input, Call Function and Media/Volume Control | Voice Assistant Support (Red)",699,https://amazon.in//Zebronics-Zeb-Dynamic-Bluetooth-Supporting-Red/dp/B09ZJ45J7L/ref=sr_1_8?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-8
33,"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Serene Blue)","1,697",https://amazon.in//Launched-Noise-Headphones-Playtime-Latency/dp/B0B1PXM75C/ref=sr_1_4?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-4
34,"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)",175,https://amazon.in//ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09R24HMNW/ref=sr_1_9?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-9
35,"boAt Rockerz 460 Wireless Over Ear Headphones w/Up to 30hrs Playtime, 40mm Drivers, BEASTâ„¢ Mode, ENxâ„¢, Dual Pairing, BT v5.2, Instant Voice Assistant, Adaptive Fit(Active Black)","1,799",https://amazon.in//boAt-Rockerz-460-Headphones-Assistant/dp/B0CC2G8L22/ref=sr_1_10?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-10
36,"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone Up to 60 Hours Playback, Wired Mode, USB-C Type Charging(Black)",999,https://amazon.in//sspa/click?ie=UTF8&spc=MToxODM0MDczNjYzNjk4MTgwOjE3MTk2NTcwNjc6c3BfbXRmOjIwMDIxMTMzNzYxNjk4OjowOjo&url=%2FZebronics-Zeb-Thunder-PRO-Headphone-Supporting%2Fdp%2FB097JPDQR8%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657067%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
37,Fastrack Fpods FZ100 TWS in-Ear Earbuds with Mega 50 Hrs Playtime|Extra Deep Bass Driver|Quad Mic ENC for Clear Calls|Ultra Low 40ms Latency Gaming Mode|NitroFast Charge-200 Min in 10 Min-Black,999,https://amazon.in//sspa/click?ie=UTF8&spc=MToxODM0MDczNjYzNjk4MTgwOjE3MTk2NTcwNjc6c3BfbXRmOjMwMDE1MTcyMDQyMTUzMjo6MDo6&url=%2FFastrack-Earbuds-Playtime-Crystal-NitroFast%2Fdp%2FB0C1PC9Y9D%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657067%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
38,"Noise Newly Launched Three Wireless On-Ear Headphones with 70H Playtime, 40mm Driver, Low Latency(up to 45ms),Dual Pairing, BT v5.3 (Space Blue)","1,997",https://amazon.in//Noise-Launched-Wireless-Headphones-Playtime/dp/B0CFYJVSGV/ref=sr_1_13?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-13
39,"Sony WH-CH520, Wireless On-Ear Bluetooth Headphones with Mic, upto 50 Hours Playtime, DSEE Upscale, Multipoint Connectivity/Dual Pairing,Voice Assistant App Support for Mobile Phones (Beige)","4,489",https://amazon.in//Sony-WH-CH520-Headphones-Multipoint-Connectivity/dp/B0BZPK3XFQ/ref=sr_1_14?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-14
40,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)","2,599",https://amazon.in//boAt-Rockerz-550-Headphone-Aesthetics/dp/B08R7M1JM5/ref=sr_1_15?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-15
41,"Sony WH-CH520, Wireless On-Ear Bluetooth Headphones with Mic, upto 50 Hours Playtime, DSEE Upscale, Multipoint Connectivity/Dual Pairing,Voice Assistant App Support for Mobile Phones (Blue)","4,490",https://amazon.in//Sony-Bluetooth-Headphones-Multipoint-Connectivity/dp/B0BS1RT9S2/ref=sr_1_16?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-16
42,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Hazel Beige)","1,999",https://amazon.in//Boat-Rockerz-450-Lightweight-Compatibility/dp/B086671ZSR/ref=sr_1_17?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-17
43,"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Bold Black)","1,697",https://amazon.in//Launched-Noise-Headphones-Playtime-Latency/dp/B0B1PX62WJ/ref=sr_1_18?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-18
44,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Black)",599,https://amazon.in//JBL-C100SI-Ear-Headphones-Black/dp/B01DEWVZ2C/ref=ice_ac_b_dpb?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-5
45,"Zebronics Zeb-Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Black)",549,https://amazon.in//ZEBRONICS-Zeb-Storm-Microphone-Adjustable-Lightweight/dp/B0B4G44RFS/ref=sr_1_19?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-19
46,ZEBRONICS Duke 60hrs Playback Bluetooth Wireless Over Ear Headphone with Mic (Blue),"1,399",https://amazon.in//Zebronics-Bluetooth-Headphone-Assistant-Multifunction/dp/B088FLHXJX/ref=sr_1_20?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657067&sprefix=hea%2Caps%2C323&sr=8-20
47,"pTron InTunes Magic in-Ear Bluetooth 5.0 Wireless Headphones with Deep Bass, 18H Playtime, Clear Calls, Dual Device Pairing Wireless Neckband, Fast Type-C Charge, Voice Assistant & IPX4 (Jet Black)",499,https://amazon.in//sspa/click?ie=UTF8&spc=MToxODM0MDczNjYzNjk4MTgwOjE3MTk2NTcwNjc6c3BfYnRmOjMwMDIwNjUxNjY5NzQzMjo6MDo6&url=%2FpTron-InTunes-Magic-Bluetooth-Headphones%2Fdp%2FB0D2V86Q8M%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657067%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
