,Item,Price,Link
48,ZEBRONICS Duke 60hrs Playtime Bluetooth Wireless Over Ear Headphone with Mic (Black),"1,399",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODM0MDczNjYzNjk4MTgwOjE3MTk2NTcwNjc6c3BfYnRmOjIwMDMzODExMTEwNTAzOjowOjo&url=%2FZebronics-Bluetooth-Headphone-Multifunction-Black%2Fdp%2FB088FM4QG4%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657067%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
49,"pTron Newly Launched Tangent Eon in-Ear Bluetooth 5.3 Wireless Headphones, 45H Playtime, HD Mic & TruTalk AI-ENC Calls, Movie/Music Modes, Dual Device Pairing & Type-C Fast Charging & IPX5 (Black)",698,https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjcxNjI1NDU3NTg1MTgwOjE3MTk2NTcwNzM6c3BfYXRmX25leHQ6MzAwMTUwOTY1ODYyMTMyOjowOjo&url=%2FpTron-Tangent-Eon-Bluetooth-Headphones%2Fdp%2FB0CTKTZ24T%2Fref%3Dsr_1_17_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657073%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
50,"pTron Boom Play X1 in-Ear Type-C Wired Headphones with Mic, 13mm Driver for Immersive Audio, Ergo-fit Metal Buds Wired Earphones, in-line Controls & 1.2m Fish Scale Style Tangle-free Cable (Blue)",399,https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjcxNjI1NDU3NTg1MTgwOjE3MTk2NTcwNzM6c3BfYXRmX25leHQ6MzAwMjEyMTgxMTA5NDMyOjowOjo&url=%2FpTron-Boom-Play-X1-Tangle-free%2Fdp%2FB0D385185J%2Fref%3Dsr_1_18_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657073%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
51,"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Black)","2,799",https://amazon.in//gp/bestsellers/electronics/14146390031/ref=sr_bs_2_14146390031_1
52,"ZEBRONICS THUNDER Bluetooth 5.3 Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice assistant, Comfortable Earcups, Call Function(Black)",799,https://amazon.in//ZEBRONICS-Bluetooth-Headphones-assistant-Comfortable/dp/B07L8KNP5F/ref=sr_1_20?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-20
53,"boAt Rockerz 245 V2 Pro Wireless in Ear Neckband with Up to 30 Hrs Playtime, Enxáµ€á´¹ Tech, Asapáµ€á´¹ Charge, Beastáµ€á´¹ Mode, Dual Pairing, Magnetic Buds,USB Type-C Interface&Ipx5(Cool Blue)","1,099",https://amazon.in//boAt-Rockerz-245-V2-Pro/dp/B0CC8WQY19/ref=sr_1_21?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-21
54,"ZEBRONICS Thunder Bluetooth 5.3 Over ear Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice Assistant, Comfortable Earcups, Call Function(Teal Green)",799,https://amazon.in//ZEBRONICS-Zeb-Thunder-Bluetooth-Teal-Green/dp/B09B5BS6G4/ref=sr_1_22?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-22
55,"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice Assistant, Comfortable Earcups, Call Function(Sea Green)",799,https://amazon.in//ZEBRONICS-Zeb-Thunder-Connectivity-Sea-Green/dp/B09B5CPV71/ref=sr_1_6?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-6
56,"ZEBRONICS Zeb-Bang Pro Bluetooth Wireless On Ear Headphones with Mic V5.0, 30H Backup, Foldable, Call Function, Voice Assistant, Built-in Rechargeable Battery, Type C, 40Mm Driver and Aux (Black)",749,https://amazon.in//ZEBRONICS-Zeb-Bang-Bluetooth-Headphone-Rechargeable/dp/B09NNSM134/ref=sr_1_23?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-23
57,Sony MDR-ZX110A Wired On Ear Headphone without Mic (White),799,https://amazon.in//Sony-MDR-ZX110A-Stereo-Headphones-without/dp/B00KGZZ824/ref=sr_1_24?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-24
58,"boAt Rockerz 551ANC Hybrid Active Noise Cancellation Over EarHeadphones with Up to 100H Playtime, ASAP Charge, Ambient Sound Mode &Dual EQ Modes, ENx Technology(Sage Green)","3,499",https://amazon.in//boAt-Rockerz-551ANC-Cancellation-Headphones/dp/B0BZHT8T7T/ref=sr_1_25?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-25
59,"Sony WH-CH520, Wireless On-Ear Bluetooth Headphones with Mic, upto 50 Hours Playtime, DSEE Upscale, Multipoint Connectivity/Dual Pairing,Voice Assistant App Support for Mobile Phones (Black)","4,490",https://amazon.in//Sony-Bluetooth-Headphones-Multipoint-Connectivity/dp/B0BS1PRC4L/ref=sr_1_26?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-26
60,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","1,999",https://amazon.in//gp/bestsellers/electronics/14146391031/ref=sr_bs_10_14146391031_1
61,"pTron Tangentbeat in-Ear Bluetooth Wireless Headphones with Mic, Punchy Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assist. & IPX4 Wireless Neckband (Dark Green)",599,https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjcxNjI1NDU3NTg1MTgwOjE3MTk2NTcwNzM6c3BfbXRmOjIwMDY5MDczOTc2MjA2OjowOjo&url=%2FTangentbeat-Bluetooth-Headphones-Waterproof-Cancelation%2Fdp%2FB08LBBPLPT%2Fref%3Dsr_1_28_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657073%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
62,"boAt Rockerz 551ANC Hybrid Active Noise Cancellation Headphones with Up to 100H Playtime, ASAPâ„¢ Charge, Ambient Sound Mode &Dual EQ Modes, ENxâ„¢ Technology(Stellar Black)","3,499",https://amazon.in//boAt-Rockerz-551ANC-Cancellation-Headphones/dp/B0BZHRB9J1/ref=sr_1_29?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-29
63,Blaupunkt Newly Launched BH41 Bluetooth Wireless Over Ear Headphones I Long Playtime I 40MM Drivers I Foldable I Flexible & Light Weight I Built in Mic I TurboVolt Fast Charging,"1,449",https://amazon.in//Blaupunkt-BH41-Bluetooth-Headphones-TurboVolt/dp/B0CV9WZXNG/ref=sr_1_30?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-30
64,"boAt Rockerz 111 Bluetooth Wireless Neckband with Up to 40 Hrs Playtime, Dual Device Pairing, Enx Tech, Beast Mode, ASAP Charging, Btv5.3, Ipx5,Type-C Interface & Magnetic in Ear Buds(Active Black)",999,https://amazon.in//boAt-Rockerz-111-Headphones-Active/dp/B0CDLSN1F1/ref=sr_1_31?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-31
65,"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone Up to 60 Hours Playback, Wired Mode, USB-C Type Charging(Black)",999,https://amazon.in//Zebronics-Zeb-Thunder-PRO-Headphone-Supporting/dp/B097JPDQR8/ref=sr_1_32?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-32
66,Logitech H111 Wired On Ear Headphones With Mic Black,745,https://amazon.in//Logitech-H111-Stero-Headset-Black/dp/B00Y4ORQ46/ref=sr_1_7?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-7
67,"ZEBRONICS Zeb-Bang PRO Bluetooth v5.0 On Ear Headphone, 30H Backup, Foldable Design, Call Function, Voice Assistant Feature, Built-in Rechargeable Battery, Type C Charging, 40mm Driver and AUX. (Red)",599,https://amazon.in//ZEBRONICS-Bluetooth-Headphone-Assistant-Rechargeable/dp/B09NNTGWL6/ref=sr_1_33?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-33
68,"ZEBRONICS THUNDER PRO Wireless Headphone with Dual Pairing, Gaming Mode, ENC, Bluetooth, Call Function, Aux, Micro SD, Voice Assistant, Deep Bass, Up to 60h backup (Blue)",999,https://amazon.in//ZEBRONICS-PRO-Headphone-Bluetooth-Assistant/dp/B0CV3P1C2Z/ref=sr_1_34?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-34
69,"Zebronics Boom Wired Headphone, Over Ear, in-Line MIC, Foldable, 1.5 Meter Cable, for 3.5mm (Mobile | Tablet | Laptop | MAC), Soft Cushion, 40mm Drivers (Black)",699,https://amazon.in//Zebronics-Headphone-Foldable-Cushion-Black/dp/B0CTKPBMJG/ref=sr_1_35?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-35
70,"JBL Tune 770NC Wireless Over Ear ANC Headphones with Mic, Upto 70 Hrs Playtime, Speedcharge, Google Fast Pair, Dual Pairing, BT 5.3 LE Audio, Customize on Headphones App (Black)","5,999",https://amazon.in//JBL-Wireless-Headphones-Speedcharge-Customize/dp/B09CYX92NB/ref=sr_1_36?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI&dib_tag=se&keywords=headphones&qid=1719657073&sprefix=hea%2Caps%2C323&sr=8-36
71,"boAt Airdopes Atom 81 Pro TWS in Ear Earbuds w/ 100hrs of Playtime, 4 Mics with ENxâ„¢, BEASTâ„¢ Mode with 50ms Low Latency, 13mm Drivers, IWPâ„¢ Tech, ASAPâ„¢ Charge(Obsidian Noir)","1,199",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjcxNjI1NDU3NTg1MTgwOjE3MTk2NTcwNzM6c3BfYnRmOjMwMDIxMTA1NDMzNjMzMjo6MDo6&url=%2FboAt-Airdopes-Atom-81-Pro%2Fdp%2FB0D5CYDG22%2Fref%3Dsr_1_37_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657073%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
72,"boAt Rockerz 111 Bluetooth Wireless Neckband with Up to 40 Hrs Playtime, Dual Device Pairing, Enx Tech, Beast Mode, ASAP Charging, Btv5.3, Ipx5,Type-C Interface & Magnetic in Ear Buds(Active Black)",999,https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MjcxNjI1NDU3NTg1MTgwOjE3MTk2NTcwNzM6c3BfYnRmOjMwMDIxNzEzNDU2NjczMjo6MDo6&url=%2FboAt-Rockerz-111-Headphones-Active%2Fdp%2FB0CDLSN1F1%2Fref%3Dsr_1_38_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.V2zMhN22oogV8_xfj3BHaQ8PeDuhfWxTE0pMKhDSSIuGZiOw53Tnsi0_UjdYldUEDApDpolnKE9KgErOXkfQJOh6kI9wS1qAUShRboZmTyKygmvlBqmjaFZtEcCUH5312Bdkxvivn3S1fzvhfhMZqo1YikMdEcVraRffAkI-miOhn2AetXjjaRqFZb_DQiLHtne8zUBH-NE-gPpCKzovKL8qU_rGEvaD1_1jzTMc_R4.eDC-eQwWtBW9XprTaPcJq9MCJO5k5jOFGfCRaHPLrXI%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657073%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
73,"pTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Deep Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black",599,https://amazon.in//sspa/click?ie=UTF8&spc=MToyODkyNjk5Nzk2Mjk0MTgwOjE3MTk2NTcwNzk6c3BfYXRmX25leHQ6MjAwNDE4MDM2OTYyMDY6OjA6Og&url=%2FTangentbeat-Bluetooth-Headphones-Waterproof-Cancelation%2Fdp%2FB08D77XZX5%2Fref%3Dsr_1_33_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657079%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
